CandID,Reg_Date,Opportunity type,Success Story,suc_date,Training Session,Training Type,MG_ID,Cos_ID,Loc_ID
DMCC230282,2024/01/03,Prospecting,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230283,2024/01/03,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230284,2024/01/04,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230285,2024/01/04,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230286,2024/01/04,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230287,2024/01/04,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230288,2024/01/06,Closed Won,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230289,2024/01/08,Closed Won,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230290,2024/01/08,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230291,2024/01/10,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230292,2024/01/12,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230293,2024/01/13,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230294,2024/01/16,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230295,2024/01/19,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230296,2024/01/21,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230297,2024/01/27,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230298,2024/01/27,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230299,2024/01/29,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230300,2024/01/29,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230301,2024/01/30,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230302,2024/01/30,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230303,2024/01/30,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230304,2024/01/30,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230305,2024/01/31,Part Paid,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230306,2024/02/01,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230307,2024/02/04,Closed Won,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230308,2024/02/04,Closed Lost,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230309,2024/02/04,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230310,2024/02/04,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230311,2024/02/04,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230312,2024/02/05,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230313,2024/02/06,Nurturing,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230314,2024/02/06,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230315,2024/02/08,Closed Won,NULL,NULL,Weekend,Physical,MG06,CP01,LC02
DMCC230316,2024/02/09,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230317,2024/02/13,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230318,2024/02/18,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230319,2024/02/18,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230320,2024/02/18,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230321,2024/02/19,Closed Lost,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230322,2024/02/19,Closed Lost,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230323,2024/02/19,Closed Lost,NULL,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230324,2024/02/19,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230325,2024/02/19,Prospecting,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230326,2024/02/19,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230327,2024/02/19,Closed Lost,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230328,2024/02/20,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230329,2024/02/20,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230330,2024/02/20,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230331,2024/02/20,Prospecting,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230332,2024/02/20,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230333,2024/02/21,Prospecting,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230334,2024/02/22,Nurturing,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230335,2024/02/22,Closed Lost,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230336,2024/02/22,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230337,2024/02/23,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230338,2024/02/24,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230339,2024/02/25,Closed Won,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230340,2024/02/26,Part Paid,NULL,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230341,2024/02/27,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230342,2024/02/27,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230343,2024/02/27,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230344,2024/02/27,Part Paid,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230345,2024/02/28,Closed Lost,NULL,NULL,Weekend,Virtual,MG12,CP01,LC02
DMCC230346,2024/02/29,Nurturing,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230347,2024/03/01,Closed Won,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230348,2024/03/02,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230349,2024/03/02,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230350,2024/03/06,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230351,2024/03/07,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230352,2024/03/07,Part Paid,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230353,2024/03/07,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230354,2024/03/17,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230355,2024/03/17,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230356,2024/03/18,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230357,2024/03/19,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230358,2024/03/19,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230359,2024/03/20,Closed Lost,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230360,2024/03/21,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230361,2024/03/22,Closed Lost,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230362,2024/03/22,Closed Won,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230363,2024/03/23,Closed Won,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230364,2024/03/24,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230365,2024/03/24,Nurturing,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230366,2024/03/24,Closed Lost,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230367,2024/03/24,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230368,2024/03/24,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230369,2024/03/24,Nurturing,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230370,2024/03/25,Nurturing,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230371,2024/03/25,Nurturing,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230372,2024/03/27,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230373,2024/03/27,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230374,2024/03/29,Nurturing,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230375,2024/03/30,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230376,2024/03/31,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230377,2024/04/01,Closed Won,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230378,2024/04/01,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230379,2024/04/04,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230380,2024/04/20,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230381,2024/04/23,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230382,2024/04/23,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230383,2024/04/23,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230384,2024/04/26,Committed to Pay,NULL,NULL,1-on-1,Virtual,MG06,CP01,LC02
DMCC230385,2024/04/28,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230386,2024/04/28,Nurturing,NULL,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230387,2024/04/28,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230388,2024/04/29,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230389,2024/04/29,Committed to Pay,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230390,2024/04/29,Nurturing,NULL,NULL,Weekend,Physical,MG01,CP01,LC02
DMCC230391,2024/04/30,Part Paid,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230392,2024/04/30,Nurturing,NULL,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230393,2024/04/30,Committed to Pay,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230394,2024/05/02,Closed Won,NULL,NULL,Weekend,Physical,MG06,CP01,LC02
DMCC230395,2024/05/02,Closed Won,NULL,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230396,2024/05/03,Part Paid,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230397,2024/05/06,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230398,2024/05/06,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230399,2024/05/08,Committed to Pay,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230400,2024/05/08,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230401,2024/05/08,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230402,2024/05/09,Prospecting,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230403,2024/05/16,Closed Lost,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230404,2024/05/18,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230405,2024/05/20,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230406,2024/05/20,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230407,2024/05/20,Prospecting,NULL,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230408,2024/05/20,Prospecting,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230409,2024/05/22,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230410,2024/05/23,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230411,2024/05/24,Committed to Pay,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230412,2024/05/25,Closed Lost,NULL,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230413,2024/05/25,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230414,2024/05/26,Closed Lost,NULL,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230415,2024/05/26,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230416,2024/05/27,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230417,2024/05/27,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230418,2024/05/28,Prospecting,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230419,2024/05/28,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230420,2024/05/28,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230421,2024/05/29,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230422,2024/05/30,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230423,2024/05/30,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230424,2024/05/30,Nurturing,NULL,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230425,2024/05/31,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230426,2024/05/31,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230427,2024/05/31,Prospecting,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230428,2024/06/01,Nurturing,NULL,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230429,2024/06/01,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230430,2024/06/01,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230431,2024/06/02,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230432,2024/06/02,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230433,2024/06/04,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230434,2024/06/04,Prospecting,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230435,2024/06/04,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230436,2024/06/04,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230437,2024/06/04,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230438,2024/06/05,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230439,2024/06/06,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230440,2024/06/07,Closed Won,NULL,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230441,2024/06/16,Nurturing,NULL,NULL,Midweek,Physical,MG01,CP01,LC02
DMCC230442,2024/06/19,Nurturing,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230443,2024/06/21,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230444,2024/06/21,Committed to Pay,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230445,2024/06/21,Closed Lost,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230446,2024/06/21,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230447,2024/06/22,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230448,2024/06/23,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230449,2024/06/23,Nurturing,NULL,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230450,2024/06/24,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230451,2024/06/25,Nurturing,NULL,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230452,2024/06/25,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230453,2024/06/26,Committed to Pay,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230454,2024/06/27,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230455,2024/06/27,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230456,2024/06/27,Committed to Pay,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230457,2024/06/28,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230458,2024/06/28,Closed Lost,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230459,2024/06/29,Closed Lost,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230460,2024/07/01,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230461,2024/07/02,Part Paid,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230462,2024/07/04,Closed Lost,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230463,2024/07/04,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230464,2024/07/05,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230465,2024/07/05,Part Paid,NULL,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230466,2024/07/05,Part Paid,NULL,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230467,2024/07/06,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230468,2024/07/09,Part Paid,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230469,2024/07/10,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230470,2024/07/12,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230471,2024/07/13,Committed to Pay,NULL,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230472,2024/07/19,Closed Lost,NULL,NULL,1-on-1,Physical,MG12,CP01,LC02
DMCC230473,2024/07/19,Committed to Pay,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230474,2024/07/20,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230475,2024/07/22,Closed Lost,NULL,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230476,2024/07/23,Nurturing,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230477,2024/07/24,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230478,2024/07/25,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230479,2024/07/27,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230480,2024/07/30,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230481,2024/07/31,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230482,2024/08/01,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230483,2024/08/02,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230484,2024/08/02,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230485,2024/08/02,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230486,2024/08/02,Nurturing,NULL,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230487,2024/08/03,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230488,2024/08/03,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230489,2024/08/04,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230490,2024/08/04,Part Paid,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230491,2024/08/05,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230492,2024/08/06,Closed Lost,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230493,2024/08/07,Part Paid,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230494,2024/08/07,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230495,2024/08/07,Nurturing,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230496,2024/08/08,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230497,2024/08/09,Closed Won,NULL,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230498,2024/08/14,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230499,2024/08/17,Committed to Pay,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230500,2024/08/17,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230501,2024/08/17,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230502,2024/08/17,Committed to Pay,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230503,2024/08/18,Closed Lost,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230504,2024/08/19,Closed Lost,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230505,2024/08/19,Committed to Pay,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230506,2024/08/19,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230507,2024/08/19,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230508,2024/08/20,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230509,2024/08/20,Part Paid,NULL,NULL,1-on-1,Virtual,MG04,CP01,LC02
DMCC230510,2024/08/20,Committed to Pay,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230511,2024/08/20,Committed to Pay,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230512,2024/08/21,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230513,2024/08/21,Closed Lost,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230514,2024/08/23,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230515,2024/08/23,Nurturing,NULL,NULL,Weekend,Virtual,NULL,CP01,LC02
DMCC230516,2024/08/23,Committed to Pay,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230517,2024/08/24,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230518,2024/08/25,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230519,2024/08/25,Committed to Pay,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230520,2024/08/27,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230521,2024/08/27,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230522,2024/08/28,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230523,2024/08/28,Committed to Pay,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230524,2024/08/28,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230525,2024/08/29,Closed Lost,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230526,2024/08/30,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230527,2024/08/31,Committed to Pay,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230528,2024/08/31,Committed to Pay,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230529,2024/08/31,Committed to Pay,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230530,2024/08/31,Committed to Pay,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230531,2024/09/01,Committed to Pay,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230532,2024/09/01,Committed to Pay,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230533,2024/09/02,Closed Lost,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230534,2024/09/03,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230535,2024/09/03,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230536,2024/09/04,Closed Won,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230537,2024/09/05,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230538,2024/09/07,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230539,2024/09/10,Committed to Pay,NULL,NULL,1-on-1,Physical,MG04,CP01,LC02
DMCC230540,2024/09/10,Committed to Pay,NULL,NULL,1-on-1,Physical,MG04,CP01,LC02
DMCC230541,2024/09/11,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230542,2024/09/11,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230543,2024/09/12,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230544,2024/09/14,Part Paid,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230545,2024/09/16,Nurturing,NULL,NULL,Weekend,Physical,MG12,CP01,LC02
DMCC230546,2024/09/16,Closed Won,NULL,NULL,Weekend,Physical,MG04,CP01,LC02
DMCC230547,2024/09/17,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230548,2024/09/19,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230549,2024/09/19,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230550,2024/09/21,Nurturing,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230551,2024/09/21,Closed Lost,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230552,2024/09/23,Closed Lost,NULL,NULL,Midweek,Virtual,MG04,CP01,LC02
DMCC230553,2024/09/24,Closed Lost,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230554,2024/09/24,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230555,2024/09/25,Nurturing,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230556,2024/09/25,Nurturing,NULL,NULL,Weekend,Physical,NULL,CP01,LC02
DMCC230557,2024/09/25,Part Paid,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230558,2024/09/26,Nurturing,NULL,NULL,Weekend,Virtual,MG04,CP01,LC02
DMCC230559,2024/09/27,Closed Won,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
DMCC230560,2024/09/27,Closed Lost,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230561,2024/09/27,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230562,2024/09/27,Closed Won,NULL,NULL,Midweek,Physical,NULL,CP01,LC02
DMCC230563,2024/09/30,Part Paid,NULL,NULL,Midweek,Physical,MG04,CP01,LC02
